Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Ransomware-Conti-0fd5e5947191564258ae6059f3c57c6310760caf9326bd06c60374cc0eedbc8f-6.raw,42.56187544470992,15.739973689936075,9.63433703445068,0.0,213.88118642286275,1620.96779038463,37.80952381,8998.134764542503,218.22418226910696,0.0,236.60097606644922,3025.5621140732155,44.474978245654576,673.0579304843275,731.788990823417,107.00004403191608,600.489383116121,123.49096986781001,177.0,267.3128592829526,47.87430372174633,89.1455392900943,47.87415410015226,0.027478976721565674,0.05463972734094216,0.027478684620110144,2.3223242154833255,4.0,13.934859660738681,0.7062169512862564,3.7060021685472018,-0.004571552742094089,4.427492671100614,4.296885049537921,8.427547153389561,5.705999717627482,9.56081238622609,0.08123802092971147,0.00012895297086977677,0.09349745867212145,0.08115240930746523,0.17992382654934133,0.13590114957447966,0.21138965610629462,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,121.28140256801584,86.67117438947045,0.0022875747240256217,8.0,Malware
Ransomware-Conti-01adc4ed640e2b84a4d8608f87604fb9f069dce390d19c4861320b07edccfd0e-6.raw,42.56187544470992,15.739973689936075,9.562908361886965,0.0,213.7859485357922,1616.967806734903,37.71428571,7835.865311441591,218.1289422398257,0.0,245.60102041866378,3024.562075554771,44.474978245654576,673.0579304843275,729.7889941981678,107.00004403191608,601.4893823138345,120.49097000567012,182.0,265.3128608896411,47.87430372174633,89.1455392900943,47.87415410015226,0.027549174705319285,0.05477249334900494,0.027548882383789625,1.3223245025236663,3.0,7.934861119270877,0.7062169512862564,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,0.00012895297086977677,0.006540935149477949,-0.005804114224663717,0.10124887985922859,0.05308541658228928,0.13685549229521288,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,121.28140256801584,86.67117438947045,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0b1bbcbecc79cd91a465e3095a64adc39c7bd15a6c29b748264da16a504d1938-7.raw,38.56187526831693,14.739973643290885,10.184462296478895,0.0,227.5077522276898,1522.9677979595444,39.21052632,8714.134750042089,231.850747971732,0.0,210.60101538674553,2939.562114780862,40.4749783576286,689.9420702208474,706.7889904697658,99.00004404591927,588.4893814060199,117.49096969918659,175.0,259.31286135090187,45.87430330274686,83.14553873723085,45.87415360848675,0.028221219427929767,0.054576036378945786,0.028220927497848075,1.3223245025236663,3.0,7.934861119270877,0.7062169512862564,2.7060022046832586,-0.004571552742094089,3.427492727537695,3.2968849570118444,7.4275472348919145,4.70599975101096,8.560812353327107,0.06745223180174365,-0.00012895297918011334,0.07971166735910803,0.06736661882263889,0.17674249087854946,0.1274175881766047,0.21351054651746681,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,118.28140268607787,86.67117438947045,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0be4d96dd9a8c61f61609658343db0c175cd0e38f06899a3329b136cd8b67e4f-5.raw,35.561875198816665,13.739973664452853,10.072432239286922,0.0,189.2859470580609,1268.9678143842673,35.31428571,5575.865422126891,193.6289399214793,0.0,161.60098322472254,2070.562111322587,35.47497818404757,448.05793039614235,582.7889870141345,88.00004447497368,407.4893849006352,93.49096991338016,93.0,196.3128574765298,40.87430281383419,75.14553842635989,40.874154613488614,0.02971367654055334,0.05826899649581604,0.029713384597710505,0.3223242895776499,2.0,1.9348625778030737,0.7062169512862564,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,4.56081238534132,-0.0057185008764573525,0.00012895297086977677,0.006540935149477949,-0.005804114224663717,0.12029649707963283,0.06260922470343597,0.13685549229521288,136.98082080603822,385.0,220.0,25.982864973115365,23.152488165591713,114.0,0.0,115.2814026364109,87.67117440875097,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0dd1f2811ba00fed13cc95830eb6c03ddac7d345873993266c680fe6b9e46e0f-8.raw,37.56187558005405,14.739973643290885,10.212200596579235,0.0,228.4288066901886,1476.9677894842969,39.02702703,8534.134629029184,232.77180014290573,0.0,202.60101782478387,2893.562119626231,39.474978260324924,679.9420670502915,686.7889816792378,93.00004398191257,586.4893830105927,114.49097028139033,161.0,237.31285723045139,44.87430365183313,81.14553897922335,44.874154479736816,0.028553486777949964,0.05507874238357275,0.028553194626677037,1.3223245025236663,3.0,7.934861119270877,0.7062169512862564,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,0.00012895297086977677,0.006540935149477949,-0.005804114224663717,0.11411889042950799,0.05952042149716251,0.15616051341379905,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,118.28140268607787,85.67117441918879,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0dd1f2811ba00fed13cc95830eb6c03ddac7d345873993266c680fe6b9e46e0f-1.raw,39.561875458935624,14.739973643290885,11.491479858186715,0.0,233.53137049161586,1592.9678065848475,40.0,9163.134688492433,237.87436468742683,0.0,214.60101416772636,3080.562119762584,41.474978141994924,666.9420664910349,850.7889956262526,100.00004400691432,630.4893817226047,121.49096981160221,176.0,266.3128622656993,47.87430372174633,86.14553965308303,47.87415410015226,0.027761867628085763,0.05330560230136583,0.027761575328600352,1.3223245025236663,3.0,7.934861119270877,0.7062169512862564,3.7060021685472018,-0.004571552742094089,4.427492671100614,4.296885049537921,8.427547153389561,5.705999717627482,9.56081238622609,0.087304755722617,0.00012895297086977677,0.09956419314337808,0.08721914246147958,0.19205729541152183,0.1450012488078128,0.2265564921086939,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,121.28140256801584,85.67117441918879,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0e095e086158afbaa66c0e4d56a24f5f40caf5b10ec674215baac86f7139abf1-1.raw,42.56187544470992,15.739973689936075,10.872432203143365,0.0,222.80975934673538,1652.9677873096475,38.57142857,9373.13468584449,227.15275228810862,0.0,240.60097484743005,3137.562106451339,44.474978245654576,668.0579378052151,864.7889932720152,106.00004407092102,638.4893838074669,121.49096981160221,179.0,268.31286065901077,50.87430379165953,92.14553892710558,50.874153720567705,0.028477930766397815,0.054925988394840156,0.028477638700870327,1.3223245025236663,3.0,7.934861119270877,0.7062169512862564,0.7060022769553729,-0.004571552742094089,1.4274927130090944,1.2968849489169227,5.427547143058639,2.7059997301590073,6.560812385695227,0.017537312421188125,0.00012895297086977677,0.02979674867327758,0.017451702541512647,0.12228985393236681,0.0752338083194232,0.1567890490017403,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,122.2814025845715,86.67117438947045,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0fe8ef844c16f4a8e62c683e36fe1314a627a66a7f93bcd1cedba257149f1abf-5.raw,45.56187543048422,17.739973637925406,9.558146588634639,0.0,208.5399165835401,1686.9677957098675,36.75555556,9320.134633912217,216.43088963345818,0.0,249.6010191996446,3110.562074847125,47.47497809994227,683.0579336548835,783.7889881559687,111.0000438758963,611.4893856285084,130.49096981459405,185.0,277.3128621465221,62.87430365237282,102.14553899598405,62.87415401748906,0.03661680659210279,0.060531461349487246,0.03661651445656733,0.3223242895776499,2.0,1.9348625778030737,1.2937830595639366,0.7060022769553729,-0.004571552742094089,1.4274927130090944,0.7031150443550849,5.427547143058639,2.7059997301590073,9.56081238622609,0.01602062872296174,0.00012895297086977677,0.02828006603013882,0.015935017523248697,0.11470643634134228,0.07068375870275662,0.21138965610629462,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,123.28140260112716,55.67117305679213,0.0022875747240256217,8.0,Malware
Ransomware-Conti-1a77a36a19d17c894a8041c59bed8ae5fa59c9d3c0bf976a8d888e1ee62f7fd1-2.raw,21.438125549167605,7.73997358800318,16.430873610841246,0.0,253.92880698268502,886.0322708319906,41.77272727,4711.865324532627,258.2718002589664,0.0,54.60100013514921,1739.561942630427,22.474978796723914,318.05794261590813,619.7889954779714,62.000042508738524,381.510618293728,86.49096860579371,70.00000000000003,175.31285909094237,20.87430085818354,42.14553730387227,20.874151930999176,0.019378912319733266,0.04365858699125695,0.01937862004556091,-0.6776759233683665,1.0,-4.065138963310041,0.7062169512862564,-0.2939978621449004,0.004571552845053428,0.427492769446175,-0.2968850481709919,4.427547097142002,1.7059996759235756,3.560812516052483,-0.0057185008764573525,-0.00012895297918011334,0.006540935149477949,0.00580411380994246,0.18782896399640353,0.09637545830985556,0.17581653275374232,136.98082080603822,385.0,220.0,25.982864973115365,23.152488165591713,114.0,0.0,112.71859797714045,87.67117440875097,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0cf1e7ed6564dea80b3e88e73cd71f98270844e31b5447eb158d2b453d51bebf-8.raw,40.56187539837641,15.739973689936075,9.658146466288352,0.0,217.05380428891493,1541.967789071933,37.725,8724.13476635367,221.3968002014754,0.0,228.60097850448756,2947.5620867971556,42.4749782392986,680.057936266183,691.788987421706,99.00004404591927,594.4893822610704,114.49097028139033,162.0,240.3128613586259,47.87430372174633,87.14553953208679,47.87415410015226,0.029206143463046133,0.05659742540963998,0.029205851562447288,2.3223242154833255,4.0,13.934859660738681,0.7062169512862564,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,0.00012895297086977677,0.006540935149477949,-0.005804114224663717,0.10601078371649138,0.055466369019852066,0.1439983499659993,137.98082078349768,389.0,221.0,25.982864973115365,24.152488228928377,116.0,0.0,119.28140253490453,85.67117441918879,0.0022875747240256217,8.0,Malware
