Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
Trojan-Zeus-0bfb767a63750c75dafc6f7f1bd8916087044ee6e5f64cd8a7045bd8f3ea465e-2.raw,41.561875463406146,15.739973689936075,10.694731838763493,0.0,226.03856264358066,1650.9677954847841,40.03333434711551,9296.134698321775,230.38155585281066,0.0,226.60101051066897,3133.562096433816,43.47497825836794,688.9420681225588,823.7889915576795,104.00004414893091,633.4893849845143,127.490969535882,196.1326177863964,275.3128615738082,48.87430337266006,89.1455392900943,48.87415434598501,0.027346623687230252,0.0532528073148804,0.027346331425687077,1.3223245025236663,656.5980926452652,7.934861119270877,0.7062169512862564,0.7060022769553729,-0.004571552742094089,1.4274927130090944,1.2968849489169227,5.427547143058639,2.7059997301590073,6.560812385695227,0.018091023722390732,0.00012895297086977677,0.030350459818649533,0.01800541094068034,0.12505840272824872,0.07689493769970823,0.1606650190569215,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,122.2814025845715,85.67117441918879,0.0022875747240256217,8.0,Malware
Spyware-CWS-00a5038785c5ddb2bb0aeccfbbabcfb8fcae8387625a0b33e741543c146fa18b-3.raw,44.5618755747694,16.73997366393074,10.112692015983704,0.0,224.40607952380512,1774.967797078835,40.160829034663806,8703.86531200313,228.74907279168295,0.0,271.60098109836747,3312.5621005445,46.47497831557595,740.0579352506464,834.7889942655682,110.00004421293761,686.489384270506,130.49096981459405,209.13261980733267,289.31286122400064,57.874303582399655,101.14553903705274,57.87415376577276,0.030264481423331175,0.05606097339411093,0.030264189573832652,2.3223242154833255,657.5980825074707,13.934859660738681,0.7062169512862564,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,-0.00012895297918011334,0.006540935149477949,-0.005804114224663717,0.09691987439842267,0.05092091347772069,0.13036198629738743,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,122.2814025845715,86.67117438947045,-0.0022875746789907856,8.0,Malware
Spyware-CWS-0a2ea2e139e19367a3b15b4cacee76155a0e3ede13e7cb75c135004a9dbacd32-7.raw,37.56187558005405,14.739973643290885,10.320308666683761,0.0,229.56394129115776,1481.9677985219637,39.73208208888859,8576.134732056955,233.90693449590324,0.0,205.60103260885546,2905.562101660047,39.474978260324924,686.9420639259813,689.7889907964568,93.00004398191257,584.4893846151655,114.49097028139033,177.1326196895049,238.31286296531442,44.87430365183313,81.14553897922335,44.874154479736816,0.028392984280896066,0.05478386733852457,0.028392692463334382,1.3223245025236663,-650.5981511159562,7.934861119270877,0.7062169512862564,4.706002307647475,-0.004571552742094089,5.427492742066295,5.296885053585382,9.427547199306199,6.705999771862914,10.560812386403043,0.11332912041353685,0.00012895297086977677,0.12558855264728347,0.11324350814253584,0.22029649420432929,0.1721330319440107,0.2559031117947097,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,119.28140253490453,86.67117438947045,0.0022875747240256217,8.0,Malware
Trojan-Emotet-1bb9e5b0b7f6fe64d49f4adfd5b73935d40f2dd8b435218915e684b909cc1e6e-8.raw,37.56187558005405,14.739973643290885,10.37436274886736,0.0,229.32069787651463,1478.967800959499,39.651000770983586,8567.134734636089,233.66369160941838,0.0,205.60103260885546,2898.5621201434465,39.474978260324924,688.9420681225588,694.7889965389251,93.00004398191257,586.4893830105927,114.49097028139033,176.13261884022188,237.31285723045139,44.87430365183313,81.14553897922335,44.874154479736816,0.028533327760725934,0.055041706379879464,0.028533035485954972,1.3223245025236663,-650.5981511159562,7.934861119270877,0.7062169512862564,0.7060022769553729,-0.004571552742094089,1.4274927130090944,1.2968849489169227,5.427547143058639,2.7059997301590073,6.560812385695227,0.020597288213877525,0.00012895297086977677,0.032856724547325064,0.020511676292358567,0.137589730671901,0.08441373529967083,0.17820887739821525,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,119.28140253490453,85.67117441918879,0.0022875747240256217,8.0,Malware
Ransomware-Conti-0f0e53b30280f07db65f33dcf77fe300fec6292dee90169a706582f4718cd390-5.raw,43.56187538415071,16.73997366393074,9.460472171154631,0.0,211.05671492123287,1641.9677929722209,37.98852428843823,9077.134703548854,215.39970790278872,0.0,239.6009908505207,3046.56210664177,45.47497821827228,676.0579367791937,735.7889982532606,107.00004403191608,606.4893839711715,124.4909696737421,193.13261523854737,271.3128604283804,47.87430372174633,90.14553852967761,47.87415410015226,0.027031000286816948,0.054399633396286916,0.027030708298922367,1.3223245025236663,-650.5981511159562,7.934861119270877,0.7062169512862564,2.7060022046832586,-0.004571552742094089,3.427492727537695,3.2968849570118444,7.4275472348919145,4.70599975101096,8.560812353327107,0.059498889626046145,0.00012895297086977677,0.07175832584210977,0.05941327928931317,0.1581846958828906,0.11416201982694012,0.18965052536736052,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,122.2814025845715,85.67117441918879,0.0022875747240256217,8.0,Malware
Spyware-CWS-0dea1de9f1348aab2f0c524a6783b90cf0c94408aeee5b4bfbc766038f554144-6.raw,42.56187544470992,15.739973689936075,9.801003622890434,0.0,222.78595087549184,1655.9677946972815,39.212776911577436,9373.13468584449,232.25960427583422,0.0,440.60100808648747,3034.5620765892018,43.47497825836794,668.0579378052151,758.7889878023175,106.00004407092102,644.4893846625174,126.49096972994991,201.13261301306858,285.31286007857284,46.87430407083259,87.14553953208679,46.87415385431951,0.026324661294117677,0.052390811440530094,0.02632436955426677,60.322327566597835,17851.40293101593,361.93485905593997,12.106217032806883,7.706002374475634,-0.004571552742094089,9.427492771123495,8.29688453485607,13.42754738297275,9.70599975933139,14.560812125334625,0.1542815026553857,0.00012895297086977677,0.1734590643401172,0.15419588907445353,0.26601078699795944,0.2054663660698897,0.2939983503207296,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,121.28140256801584,85.67117441918879,0.0022875747240256217,8.0,Malware
Spyware-TIBS-6e996c9ce02c848f4a648e77d67ca89da64badb09faf00c5edbdea6cf7e2b93d-10.raw,28.438125543882954,9.739973535992508,13.15814652025131,0.0,275.152945513002,1289.0321857439128,45.01628707576509,8169.134637740983,279.49593776913514,0.0,132.60100776094737,2771.5620781949256,31.47497842070758,563.0579401390396,698.7889897894236,80.00004240272224,601.4893823138345,114.49097028139033,173.13261629237286,250.31286204279297,35.874303442093534,64.14553975731856,35.87415450140766,0.024193682481468422,0.046725611520040435,0.02419339027639049,0.3223242895776499,-651.5979948876047,1.9348625778030737,0.7062169512862564,2.7060022046832586,0.004571552845053428,3.427492727537695,3.2968849570118444,7.4275472348919145,4.70599975101096,7.560812385872182,0.08803149743831448,-0.00012895297918011334,0.10029093451380504,0.08794588743813775,0.2247607826532194,0.16171636869515854,0.24399835020248617,137.98082078349768,389.4456306287942,221.1954668643896,25.982864973115365,24.152488228928377,116.15216069684848,0.0,120.28140255146018,87.67117440875097,0.0022875747240256217,8.0,Malware
Spyware-Gator-0e8adb0e02b6b001cada5229475391da9bce39901994e91a1b2eb4f60fac96f5-2.raw,44.5618755747694,16.73997366393074,10.271782901819474,0.0,217.4969884355898,1732.9677943599456,39.206283571407695,9558.134728715386,221.8399825332593,0.0,254.6010019775348,3202.5620891657627,46.47497831557595,687.0579331418728,845.7889898837843,110.00004421293761,644.4893846625174,130.49096981459405,207.13261810876665,279.3128605398336,54.874303512486456,98.14553900040369,54.87415358681591,0.029352573638889243,0.055763674386598586,0.0293522813843807,3.322324178436163,661.5980906531449,19.934861201851795,0.9562169626742283,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,0.00012895297086977677,0.006540935149477949,-0.005804114224663717,0.09691987439842267,0.05092091347772069,0.13036198629738743,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,122.2814025845715,85.67117441918879,0.0022875747240256217,8.0,Malware
Spyware-180solutions-1a57e8e260e0727e871402e83ef87abf34e9e97ca70f55132f178a64aaf1354d-9.raw,39.561875458935624,16.73997366393074,10.901736253394306,0.0,235.65957627855167,1615.9678009973018,40.01982385141942,9246.134616763859,240.00256913497435,0.0,231.60099328855904,2972.43791289189,41.474978141994924,777.9420664491888,788.788993898437,98.00004378688784,645.489383860231,117.49096969918659,181.1326140668941,253.31286181216262,51.87430344257326,90.14553852967761,51.874153407859055,0.030312417401441024,0.05590048936105456,0.030312125328441963,23.32232418747245,676.5980846767843,139.93485902801564,4.7062168708312715,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,0.00012895297086977677,-0.006540935842923382,-0.005804114224663717,0.10857488717144297,0.05674841882859716,0.1478445035460748,137.98082078349768,389.4456306287942,221.1954668643896,25.982864973115365,24.152488228928377,116.15216069684848,0.0,119.28140253490453,86.67117438947045,-0.0022875746789907856,8.0,Malware
Trojan-Emotet-1be889fecd81917aedaa6b75b3972c7d8851713788748f91146f83090bb502af-8.raw,41.561875463406146,15.739973689936075,9.841073366035932,0.0,220.3800266153468,1620.96779038463,39.30162713817624,7905.865253027077,224.72301929551585,0.0,240.60097484743005,3027.562095072601,43.47497825836794,704.0579331881187,731.788990823417,106.00004407092102,621.4893832744133,123.49096986781001,193.13261523854737,266.3128622656993,49.87430414074579,90.14553852967761,49.87415347473495,0.029026618467659495,0.05583199638008242,0.029026326610934503,6.322324192291265,657.5980825074707,37.93486057581184,1.0395502852111893,-0.2939978621449004,-0.004571552742094089,0.427492769446175,0.2968850333480777,4.427547097142002,1.7059996759235756,5.560812254630157,-0.0057185008764573525,-0.00012895297918011334,0.006540935149477949,-0.005804114224663717,0.1035717597022176,0.05424685401433671,0.14033981302298035,137.98082078349768,389.4456306287942,220.8045331141175,25.982864973115365,24.152488228928377,116.15216069684848,0.0,119.28140253490453,86.67117438947045,-0.0022875746789907856,8.0,Malware
